縣市,選區,姓名,在任狀態,政黨,政見,備註
新北,十二,黃 國 昌,1,時代力量,一、改善就業環境，提升勞動條件 １.制定最低生活工資專法，保障勞工生活水準 ２.貫徹周休二日，不當過勞之島 ３.創造公共就業，增加青年就業 ４.建構友善勞工的權利救濟機制 二、落實年金改革，讓下一代有未來 １.建立全民基礎年金，保障銀髮生活品質 ２.逐步縮小不同業別間的所得替代率 ３.打造收支平衡、不債留子孫的年金制度 三、實現人民作主的新政治 １.調降罷免權及公民投票權的門檻，還權於民 ２.推動憲政改革，強化人權保障，落實責任政治 ３.制訂「吹哨者保護法」，鼓勵人民揭弊 四、打造透明專業的新國會 １.黨團協商公開透明化，建立以委員會為中心的 專業審查，終結密室協商 ２.強化立法院監督職權，建立國會聽證制度 ３.建立國會頻道，強化公眾監督 ４.依太陽花運動的民間版原則，建立兩岸協議監 督機制 五、建構永續生活環境 １.立即廢止核四，核一、核二如期除役、反對核 廢料露天貯存於北海岸 ２.強化空氣、水及土壤污染管制，建立空污總量 管制 ３.制定「環境稅法」，貫徹「污染者付費」原則 ，協助產業升級轉型 六、健全交通運輸、提昇生活品質 １.改善汐止及社后地區交通，增設聯外道路橋樑 ２.要求行政院儘速核定民生汐止線，加速台鐵捷 運化 ３.打造「瑞平雙貢」環狀交通路網 ４.人口密集區及觀光景點增設停車場 七、創造新北市七星區「在地經濟、在地就業、在地 生活」 １.連結汐止及南港、內湖科技園區，創造在地經 濟 ２.修改過時法令，活化金山、萬里及四鄉鎮觀光 產業，鼓勵年輕人在地就業 ３.重現文化風華，打造在地休閒,
基隆,,蔡適應,1,民主進步黨,英派改革　適應維新　在地專業　深耕基隆 與蔡英文總統候選人，林右昌市長一同打拼，讓基隆成為驕傲的 台灣頭 便捷交通：持續推動基北交通路網連結，打造大台北交通生活 圈。 　　　　　協助市府提升公車服務，購置新型公車與智慧候車 亭。 活水宜居：加速汰換老舊自來水管，建立中央定期檢測水質制 度。 　　　　　因應基隆山坡地形，編列預算逐年解決高地供水問 題。 智慧城市：協助市府打造智慧科技城市，基隆市與港服務再升 級。 　　　　　推動國中小資訊教育與數位化計劃，提高學童學習 力。 友善安心：因應老年化社會現象，建置社區型長期照護服務中 心。 　　　　　立法推動一區一托育中心，育兒津貼５千元持續到４ 歲。 在地就業：協助成立招商辦公室吸引廠商進駐，創造市民就業機 會。 　　　　　關心在地產業，協助法令解套與融資，提升企業競爭 力。 環境保護：加速家戶污水下水道用戶接管，河川淨化與沿岸綠美 化。 　　　　　因應核四停建，協和火力電廠汙染改善，推動綠能產 業。 樂活觀光：微笑港灣，發展基隆港內碼頭為會展及國際觀光郵輪 專區。 　　　　　配合外木山情人湖和平島升格國家風景區、聯合進行 行銷。 都市願景：閒置倉儲區、老舊住宅推動都市更新，打造基隆新天 際線。 　　　　　國有、軍方與港埠等閒置土地，協調開闢綠地公共停 車場。 文藝復興：推動閒置建物改造為公共藝術空間，廣納各族群文化 元素。 　　　　　鼓勵文創，提高政府藝文預算比例，建置城市意象博 物館。 法案修改：健全食安法，杜絕黑心食品，讓國人吃得安心，吃得 健康。 　　　　　推動修改公寓大廈管理條例，讓公部門資源可以協助 社區。 　　　　　修改財政收支劃分法，拉近基隆與直轄市中央補助款 差距。 《適應的過去努力讓您看的見》 讓第一名的議員進入國會 FB粉絲專頁 基隆.蔡適應,
桃園,一,鄭 運 鵬,1,民主進步黨,桃園升格，立委更要升格！升格的立委，要有國家格局的政策，鄭運鵬主張： 一、全力協助桃園市政府推動鐵路地下化、捷運棕線、捷運綠線，讓桃園的軌道運輸形 成完整的內部經濟循環。 二、推動「綠色經濟版航空城計畫」，並以「合理的參與溝通」重建政府公信力，以「 合理的產業導入」結合蔡英文在桃園的亞洲矽谷計畫，以「合理的市場機制」杜絕 特權炒作地皮，讓居民及企業負擔得起，讓航空城成為接軌國際的國家都心。 三、推動「長照、托育、就業」的三合一「十年長照2.0」，由政府投入資金，以增加 在地就業的方式落實平價長照與托育，一次解決三大人口問題。 四、增加投資在鼓勵生育： 1、國家必須負擔起終身照顧先天失能者的全部責任，解除家庭經濟壓力，也減輕 高齡生育的產婦擔心新生兒罹患遺傳疾病的心理壓力。 2、增加育嬰假及陪產假日數：以「厚生薄葬」的原則平衡企業主負擔，以減少喪 假日數來增加產假日數，讓產婦能請假，雇主願放假。 五、增加投資在兒童教育：兒童中班以上如要就讀幼稚園，卻因公立名額不足而必須就 讀私立幼稚園，應比照公立學費，多出的費用由政府負擔。第二胎之後之新生兒， 政府負擔教育費用至大學畢業，減輕家長教育負擔，提高生育意願。 六、增加投資在基礎工程：政府應提高公共建設預算至每年3000億元以上的規模，一則 擴大內需，二則提高台灣技術水準。 七、廢除鄉鎮市級選舉：台灣越缺乏資源的縣市反而政府層級越多，造成施政困難，鄉 鎮市長應改為官派，簡化淨化基層政治生態，每年也可省下30億預算，並將代表會 的硬體設施配合改建為長照托育中心。,
桃園,二,陳賴素美,1,民主進步黨,1.從嚴監督中央部會，強化食品安全防護，採源頭管制，重建生產管理機制，落實查驗，並要求加重黑 心廠商責任與罰則 2.托育制度社區化、平價化。打造一生活圈一公托中心、一區一親子館 3.充實長照經費，挹注穩定財源，建立長期照顧體系；建構到宅服務、居家醫護、日間照顧、短期臨托 、餐食服務等措施，讓長輩在地安老，打造樂齡尊嚴的退休生活 4.力倡年金改革，健全財政紀律，讓年輕人未來領得到退休金 5.加速推動透明、不炒地皮、不黑箱的綠色經濟版航空城，成為產業自由貿易專區，全民共享航空城經 濟效益 6.解決大園天空斷橋懸宕多年困境，國二甲大園交流道連接台61線、國道二號大園交流道至台15線高速 公路工程監督完工 7.串連大園竹圍漁港、觀音濱海遊憩區、新屋永安漁港，打造桃園海線休閒專區。結合特色景點、農業 特色以觀光為在地加分 8.為拓展在地產業規模，力促觀音觀塘港成為北台灣國際工商大港，結合桃園產業需求，進行綜合發展 9.爭取楊新路（新屋往楊梅方向）、月桃路（觀音往桃園高鐵方向）路線拓寬工程 10.主張楊梅打造多功能運動園區，涵蓋運動設施、遊憩設備與專業級展演中心；與市府合作規劃楊梅故 事館、富岡老街等景點，和在地休閒農業結合，營造楊梅特色觀光路線,
桃園,三,陳學聖,1,中國國民黨,一、「桃園起飛，中壢領航」：這是鄉親的期待∼全力促成機場捷運早日通車，串連 桃園國際機場、台鐵、高鐵國內三大交通建設，讓中壢成為台灣重要轉運中心，並 結合在地教育、工業資源，由中壢領航，帶動桃園起飛。 二、「紛擾的年代，正直的良心」：這是自我的期許∼從政多年，主張公平，堅守正 義，只問是非，回歸民意，一直是學聖問政的鮮明風格。值此紛亂、憂擾的年代， 不論外界如何風風雨雨，如何用綠營外圍團體扭曲評鑑打擊我，學聖正直的良心永 遠熾熱，永遠不會改變。 三、「責任、承擔、向前行」：這是問政的理念∼此時的心境，真有如「攜取詩書歸 舊隱，野花啼鳥一般春」的寫照。問我，對當今時局是否會灰心，答案是∼會；問 我是否該退縮，答案卻又是∼不該。在這種擺盪、矛盾中，幾經思慮長考，我最終 選擇了承擔，承認這是自己無法放下的責任，承諾將和許許多多、與我對這社會仍 抱持著一份信念的伙伴們，〝天下為公〞為理想，繼續堅持，我們再一同偕行、一 同執著，再試一次、大步向前行。,
桃園,四,鄭寶清,1,民主進步黨,1.推動鐵路地下化。 2.以容積率換取社會住宅。 3.加速綠色捷運開通。 4.棕色捷運從新莊延伸至桃園。 5.投票年齡下修至18歲。 6.活化舊商圈。 7.提高薪資所得。 8.推動桃園監獄遷移。 9.推動煉油廠遷移。 10.以公開透明、民主參與、綠色經濟、公共利益、產業優先等五大原則推動綠色經濟 版航空城，打造亞洲矽谷。 11.「政黨不當取得財產處理條例」，讓黨產歸零，還財於民，建立民主政治公平競爭 環境。,
桃園,五,呂玉玲,1,中國國民黨,專業、智慧、耐心，在人民的理想與政治的現實找到平衡。多元分歧的環境中，我會用最務實的態度， 勇敢面對問題。在政府債台高築，人民需要更多的前提下，要求勤政清廉，行政效能全面提升，有效溝 通，是最好的出路。若有幸當選，呂玉玲主張： 一、逐步修正２０年教改，解決因形式教條主義作祟而產生的爭議，堅守學用合一的核心價值，強化技 職教育技術導向，提升青年與國家競爭力。 二、積極面對少子化導致人口結構失衡，競爭力下降所帶來的負面衝擊，讓年輕人歡喜生、快樂養，監 督政府提出更符合現況的青年安心成家政策與幼托政策。 三、堅守九二共識，求同存異，確保兩岸和平發展。為台灣經濟轉型，區域經濟組織整合創造更有利的 空間。 四、考量人口結構與台灣底蘊，建構符合台灣現況的長照制度，優先健全長照體系、人力、空間、法規 、證照等配套完備後，再推動長照保險。 五、嚴打黑心食品，提高罰鍰刑度，落實三級食品品質管制，提高檢舉保障，使不肖業者無處隱匿。 六、落實居住正義，全力協助溝通觀念解放屋奴，支持推動只租不售的社會宅。主張各級政府寬列預算 ，擴大房租補貼，優先照顧弱勢族群。 七、全力協助桃園市政府做好詳實計畫，爭取各項中央補助嘉惠市民。落實建設執行，平鎮車站、二高 龍潭第二交流道、國民運動中心、６６快速道路連結二高交流道如期完成。爭取平鎮、龍潭增設公 車轉運站，打造南桃園交通樞紐。 八、發展精緻農業，爭取中央補助，結合農會產銷，辦好平鎮、龍潭農業觀光，爭取政府補助年青農民 購買農地、高齡退休農民續保農保。,
桃園,六,趙正宇,1,無,【融合力量，改革蛻變】 《矯正不公不義》 ．公平正義－政策透明，程序正義，分配要公平。 ．世代正義－反對政治一言堂，暢通學青、社青溝通管道。 ．居住正義－打擊房地炒作，提供優質社會住宅，優先照顧弱勢者、青年居住需求。 ．重視工農－反對過度重商、向財團傾斜，均衡照顧工農。 《監督財團圖利》 ．BOT過程透明－反對不平等讓利條約，開放民意參與決策。 ．嚴查社會住宅－防止官商勾結，形成貪腐集團。監控招標流程，監督施工，提高驗收標準。 《拯救治安敗壞》 ．毒品危害大－結合教育、衛生、社政、警政、勞工等，適時訂出最佳防治毒品方案，全面性積極推 動反毒工作。 ．加強校園安全－建構校園安全網路，強化監視系統，防範未然。 ．重懲隨機殺人犯－隨機殺人者必須從重量刑，速審速決。 《改變政策背離》 ．民生優先－民生法案為先，經濟建設擺中間。 ．由下而上－民意重於黨意，反對施政壟斷，黨政不分。 《改革教改失敗》 ．推行翻轉教育－改變教學方式，讓學習深化，學生更好，翻轉學習。 ．雙軌技職教育－˙落實理論與實務教育。 　　　　　　　　 ˙重視各層級、各學制的課程銜接，提供企業與學校無縫課程的經驗。 　　　　　　　　˙兼顧全國規劃的基準和學校發展的彈性。 《改善生活無力》 ．平抑物價飛漲－油跌物價仍漲，須加強監督物價，打擊哄抬炒作。 ．創造就業機會－加速產業升級轉型，擴大招商引資，留住人才。 ．縮小貧富差距－賦稅要合理，弱勢減徵，扶助脫貧。 《拆除食安危機》 ．提升食品安全－政府和業者均須積極建置供應鏈溯源工程。 ．加強食安教育－專家於課堂、執業場所開課，減少食安風險。 ．實施新食品安全法－細化執法強度，增加刑罰，擴大監管。 《監控建設落後》 ．桃園捷運加速催生－綠線盡速動工延伸至大溪，捷運三鶯線延伸至八德。 ．推動升格各項建設－加速都會化建設，打造國際化城市。,
新竹縣,,林為洲,1,中國國民黨,一、兩岸和平不戰爭、產業升級不反商、社會和諧不對立：國民黨的核心價值，也是 台灣的價值。 二、引領新思維、啟動新力量：讓新的思維、新的力量，從新竹縣出發，把年輕人聲 音、新竹人的需要，帶進國會，讓國會真正聽見來自新竹縣的聲音。 三、只做人民有共識的事情：台灣這些年來，花了大多的時間在沒有共識的議題上打 轉，我只做有共識的事情。只要是人民有共識的事情，我就是執行者。 四、面對問題、解決問題：面對問題，是解決問題的最好方式，像是科學園區交通、 竹縣醫療資源改善、十二年國教問題、生活環境改善、勞健保制度的永續、老 人照護施行等等，需要前瞻、有經驗且具專業的立法委員，將新竹縣需求帶到國 會，讓中央聽見新竹人的需要。我堅信只要盯著做，認真做，沒有解決不了的事 情。 五、台灣要追求穩定發展的未來：台灣，已經走到了一個新的里程碑，今天，沒有人 會說台灣不民主，現在政治人物要追求的是一個穩定發展的未來，我們必須留給 下一代一個和平繁榮且永續發展的前途與未來。,
新竹市,,柯建銘,1,民主進步黨,一、終結藍綠對立、推動朝野和解、推動總統職務交接法 制化、平穩過渡實現第三次政黨輪替。 二、推動憲政改造與國會改革，建構人民參與、開放透明、 專業導向的國會。 　1. 修憲進行選制改革，解決票票不等值，適度增加不 分區比例，提升國會議員專業性，下修投票權至十八 歲，強化青年參與政治。 　2. 修憲落實單一國會、廢除考監兩院，調查權回歸國 會，強化國會聽證，開放人民參與。 　3.國會議長中立化、議事中立化。 　4. 強化國會幕僚機關專業研究能量與中立化，以監督 行政部門。 　5. 秉持透明化、議事公開原則，建立公民多元參與國會 機制。 三、實現寬頻人權，推動智慧城市。 　1. 實現寬頻人權，發展「價廉高速」寬頻網路應用。 　2. 發展智慧城市成為未來經濟的創新平台。 　3. 打造新竹成為「創新科技實驗城市」，營造在地的創 新生態聚落。 四、重建客家族群認同及光榮。 　爭取在新竹市世博二期新建客家展演中心，以利新竹 市客家文化及城市發展。 五、因應高齡化社會、實踐世代正義、解除婦女照顧負擔。 　1. 以新經濟發展模式掃除青年就業及創業障礙、推動 社會住宅與年金改革相關立法。 　2. 落實長照在地化、社區化，建立一個「付得起、用得 上、溫馨人性的長照服務體系」，推動長照相關立 法。 　3. 因應高齡化社會，推動成立國家級高齡研究中心。 　4. 加速推廣新竹市社區保母、社區幼兒園、學童課後照 顧服務，解決幼兒托育問題。 六、向中央爭取預算配合新竹市政府推動相關市政計畫， 建構中央行政、立法與新竹市垂直整合之夥伴關係，全 方位發展新竹市。 七、爭取中山高五楊高架道路延伸至新竹系統交流道並連 接至台68線快速道路，徹底解決園區及東區交通壅塞。,
苗栗縣,一,陳超明,1,中國國民黨,堅持農地農用，保障農民農地財產權益。 修正財政收支劃分法，鼓勵稅收成長縣市，增加統籌分配稅 款，降低地方配合款。 落實憲法耕者有其田政策，立法繼續推動公地放領。 修正產業創新條例，推動國有耕地承租農民補償機制。 全力爭取經費打造大苗栗完整路網，推動觀光、工商業、農業 全面發展。 爭取補助都市計畫內瓶頸道路改善，完善生活圈路網。 檢討全國國土區域計畫，反對農地保留政策犧牲苗栗發展。 堅守海岸保育與居民在地生活權益雙贏。 檢討海岸保安林政策，因地制宜成立農產專區，保障當地農民 權益。 推動農漁村再生，打造休閒農漁業觀光城，提高農漁民收入。 外勞工資與基本工資脫鉤，逐年提高本國勞工基本工資。 推動鯉魚潭水庫每日20萬噸用水計畫落實，解決通苑地區發 展受限問題。 爭取三義木雕專用區，立專法解決木材來源問題。 協助後龍醫療園區盡速完成，打造準醫學中心醫院。 加強技職教育，配合產業替代役，落實學用合一。 推動英語教育，打造國際化環境，提升全球競爭力。 繼續爭取國中小校舍改建補助，提供安心學習環境。 推動高齡、婦女、幼兒健康促進政策，增加免費健康檢測項目。 提高祖父母照顧幼兒之托育補助至5000元。 修法推動75歲以上老人健保費全額補助。 繼續推動長照法、長照保險及75歲以上行動不便者申請外籍 看護門檻，減輕年輕家庭照顧負擔。 加強職訓中心訓練能量，落實在地產業訓用合一。 守護九二共識，堅持台灣優先，苗栗優先。 力推國會改革，協商透明化；尊重民主原則，提升立法效率。 推動取消都市計畫內山坡地開發回饋金，回歸落實水土保持 計畫。 維護社會治安，修法增加觸犯毒品防制條例者施以鞭刑。,
苗栗縣,二,徐志榮,1,中國國民黨,一、修正財政收支劃分法及公共債務法增進稅收，解決縣府財政短絀。 二、活化公有閒置空間，串聯山海線景點，發展全方位觀光挹注縣庫財源。 三、力促完成苗栗縣北橫公路通車及苗栗北側高架鐵路興建，建構九宮格路網。 四、積極招商引資、協助青年創業、輔導就業，均衡人才供需，建立勞資共榮雙贏。 五、落實多元教育，發展在地樂學環境，重視技職教育結合產業發展，培育藝文創作，重視族群文化傳承，推廣藝術人才與國 際文化交流。 六、推動地方特色產業，塑造農特產品產銷履歷，拓展亞洲通路，增進農民收益。 七、擴大幼兒托育中心、老人日間照護中心，構築全年齡社會安全網，落實社區整體照顧服務。 八、推動整合性醫療服務，設置急重症照護醫學中心，建構完整醫療網絡。 九、爭取設立國民運動中心，串聯苗栗縣三縱六橫自行車整體路網，打造運動健康城市。 十、推動國土復育法及都市計劃再造，提升促參活化空間。 十一、提高全縣自來水普及率，爭取擴大水庫回饋方案，爭取流域綜合治理計畫，打造好山好水的優質樂活家園。 十二、鼓勵再生能源發展，推動設置太陽光電系統，重視自然生態保育。,
台中市,一,蔡其昌,1,民主進步黨,一、安全便捷交通：「海線鐵路雙軌高架捷運化」經其昌四年爭取，已完成規劃報告，未來繼續推動完成興建海線大眾運輸系統， 拒絕邊緣化。並將爭取串聯海線與市區的輕軌電車，聯接臺中港、清泉崗機場，進入市中心。 二、爭取中央新部會「海洋委員會」設置於海線：在台中港打造海洋產業，增加在地就業，結合中部科學園區相關產業，繁榮台 中港及提升台中競爭力。 三、增加自來水普及率：已協助 15 個里接管自來水，及解決 6 個里管線老舊、水壓不足問題，未來繼續努力爭取，讓人人都有乾 淨自來水。 四、還給人民乾淨空氣：PM2.5 危害健康，解決空污刻不容緩，強力監督政府具體改善空氣品質，維護國民健康。 五、為弱勢發聲：為勞工解決勞資爭議，保障權益；改善漁民生活，協助漁業發展；提高農業競爭力，增加農民收入；推動無障 礙環境，讓高齡者、身障人士方便安全。 六、提升中小企業發展：推動中小企業國際化，精進中小企業法制環境，促進產業升級轉型。 七、打造友善親子的國家：促政府落實友善兒童環境設備，讓親子在公共運輸、公共場合都能方便、安全、無障礙。爭取藝文活 動到海線展演，減少城鄉差距。 八、創造台中觀光價值：開發台中旅遊資源，深化及發揚在地文化；完善觀光法令，提升觀光品質。 九、加速年金改革：讓人人皆能享有公平安穩的退休生活，並健全國家財政。 十、建立食品安全監督機制：落實食品履歷制度，確保食品品質，讓民眾吃的安心，業者更有競爭力。 十一、強化司法透明：落實法官評鑑及評核，並建立對人民友善的司法環境。 十二、推動長照制度：實現在地老化，建立完整長期照顧體系，保障失能老人與身心功能障礙者能獲得適切服務。,
台中市,二,顏寬恒,1,中國 國民黨,1.以台中港為中心，配合台中港特定區解編契機，未徵收公共設施保留地（學校、市場）還地於民，實現土地正義，活化土地利 用，加強交通及休憩設施，促進港市合作。 2.建設觀光碼頭，發展大台中國際觀光，增加在地民眾的觀光收益。　 3.盡速完成南山截水溝工程，解決在地二十萬鄉親淹水之苦。 4.監督中央及地方政府致力於改善排水系統，建置雨水下水道，改善鐵公路排水問題。 5.督促各級政府做好山坡地整治、農田排水及市區中小排流域整體治理工作，建立永續居家安全環境。 6.督促市府完成台鐵大慶到新烏日站的鐵路高架工程，提升鄉親生活品質，改善當地淹水問題，促進土地活化。 7.爭取地方建設，發揮媽祖大愛精神，加強照顧弱勢族群。 8.重視台灣社會目前呈現嚴重的少子化和老齡化的國安問題，督促行政部門積極改善。 9.監督空污及工業廢水等生活環境污染問題，落實環境保護，為鄉親幸福生活品質把關。 10.推動各項民生及老年長照、婦女權益、幼兒照護、弱勢族群等社會福利法案修法，增進人民生活福祉。 11.推動技職教育與產業需求相結合的教育改革方向，讓學生畢業後，即可就業，並讓產業注入更多優秀本地人才。,
台中市,三,洪慈庸,1,時代力量,洪慈庸參選立法委員的初衷--把政治還給人民 政治不該被少數人壟斷，政治不該服務特定人群。我出身平凡，人民的聲音，我聽得懂，也聽得見。我會用和大家一樣的眼光， 看見人民的需要。我會用和大家一樣的雙手，守護我們共同的未來。 我是洪慈庸，讓我們用手上的選票，把決定未來的權力，重新還給人民。 【向人民開放，對人民負責】 1.每月上網公布國會工作日誌。2.定期舉辦問政報告座談會。3.針對重大議案，向選民說明利弊得失。 【我是青年世代的後盾】 1.捍衛青年勞動權益，積極創造公共就業機會。2.育兒無負擔，提高育兒補助與公共幼兒園比例。3.養老免掛心，提升長期照顧 的人力及預算，建立多元的長期照顧系統。 【我們的未來，我們自己決定】 1.健全租屋市場，廣設「只租不賣」的社會住宅。2.推動「自用輕、投資重」的房地稅改革，遏止房地產市場的惡性炒作。3.落 實公平的年金制度，保障所有人的退休生活。 【爭一口乾淨的空氣】 1.中彰投地區實施空污總量管制。2.中央環保署應整合空污測站資訊，並增設交通、工業空氣品質監測站。3.提高空污防制跨部 會小組層級，由行政院統籌領導。 【圓一個新故鄉的夢】 1.落實高中職社區化，擴充教育資源，讓國中畢業生不再遠赴外地就學。2.串連潭雅神綠園道與后豐鐵馬道，整修周邊景點，打 造綠色光觀光廊道。3.增加中小型綠地公園與運動空間，提升市民休閒品質。 【做在地產業的助手】 1.協助中小企業，挹注在地產業發展。2.中央應組成跨部會小組專案處理，協助未登記工廠取得長久、合法的工業用地。,
台中市,四,張廖萬堅,1,民主進步黨,1.爭取筏仔溪全線整治，並納入流域周邊土地整體規劃，塑造城中河的親水公園意象。 2.發展具城市特色大衆運輸系統，結合綠線捷運、公車、台鐵，規劃輕軌捷運，逐步建構健全路網。 3.建構完整育兒津貼政策及長期照護體系，推廣社區型長照服務，創造就業機會，帶動地區經濟發展，減輕青壯年教養及安養壓 力。 4.全面檢討十二年國教政策，落實全人教育理念。 5.健全體育政策，鼓勵企業投資贊助，紮根基層運動基礎建設和實力，與國際賽事接軌，建立體育人才養成制度，重視退役選手 職涯照顧。 6.結合文化創意和多元就業機會，發展文化藝術產業，提供文創團體、街頭藝人表演空間及商品行銷管道。 7.提昇政府跨部門整合，對教育、社會等相關福利政策做通盤性思考，不應有所偏頗。 8.加重食品安全罰則，設立「食品檢驗機構」，重建嚴格生產管理查驗機制，徹底解決食安危機。 9.打造多元、可負擔的友善居住環境，辦理社會住宅，強化房市治理，發展租屋體系。 10.推動年金改革，檢討現有各項年金給付制度，透過各界參與討論，做通盤檢討。 11.落實「非核家園」，推動綠能科技創新產業發展，建立多元且分散的能源供給系統，打造不缺電的產業環境。 12.整合各部會資源，啟動跨區域空氣汙染防治，逐年降低火力發電廠與石化廠石油焦、生煤的使用量，鼓勵以低汙染能源或天然 氣取代。,
台中市,五,盧秀燕,0,中國國民黨,1 不變的宣誓：認真出席立法院會議，強力監督政府為民喉舌，善盡立委職責。 2 五歲幼兒免學費政策已實現，繼續爭取向下延伸至中小班；加強防範高風險家庭嬰幼兒受虐。 3 減輕學生負擔，簡化高中大學升學方案；提升高中職及五專生免試及就近入學率；重視技職教育；推動小班制；減少教師評鑑 和行政業務，回歸教學專業；維護教師尊嚴；強化校園安全；改建危樓；加強反霸凌教育。 4 增加勞工就業機會與所得；改善勞工就業環境與法令；訂定合理法定工時；加強勞動檢查。振興經濟，適時協助中小企業紓困 方案。 5 落實性別平等；防範婦女遭受家暴或性騷擾並予以援助；提供婦女法律扶助；建置友善婦女環境。 6 維護農民權益；反對擴大中國農產品進口；輔導弱勢農民技術升級與轉型。 7 協助青年就業、創業；興建青年住宅或提供租屋補助。 8 增補社工員；擴大照顧中低收入戶、身心障礙者和老人醫療並解決其生活困境；放寬社會救助標準；協助新移民生活教育和就業。 9 強力打擊偷竊、搶劫、詐騙等犯罪案件；增設監視器並適時汰舊換新；補足警察消防員額；提高警察消防人員、義警、義消、 民防經費及更新設備。 10 扶植文創人才及企業；增加藝文體育預算；贊助藝文體育可抵稅。 11 督促捷運安全通車；爭取預算銜接台74線與國道1號；督促鐵路高架化後填平地下道及空地利用。 12 積極解決空污問題；推動綠能減碳。 13 提升愛護動物觀念；加強流浪動物照護與經費。 14 重視食安；落實源頭管理；加強檢驗稽核及求償重懲法令。 15 國會改革；建置國會頻道；立法院運作更公開透明。 16 篇幅有限，更多願景與政見，另行公佈。,2018/11/20 辭職
台中市,五,沈智慧,2,中國國民黨,"延續盧秀燕立法委員政見,成為 臺中市政府國會最強助攻手!望您牽成爭取公民釋憲權清查黑機關保權益力保立法院席次,爭取38席門檻,聲請釋憲權,清查不法 黑機關,打開黑箱政府。挺青年媒合創業基金 輔導青年創業 設置在地化的國際共同公共空間,與青年創業微型辦公室,媒合天使創業基金,打開新型態產業。愛生活打造多功能場域落實健康大台中落實北屯國民運動場域原址規畫案,支持多功能的巨蛋 展演中心落腳十四期重畫區,並需要建置AI智能科技化設施,打開健康休閒生活。拼經濟因應產業回流盤點並擴編用地面對回台或來台投資的企業,盤點中部各個園區,擴編工業用地,要求中央相關部會解決五缺六失問題,設置 中部貿易自由區,打開貿易經濟動能。新旅遊親水生態環境打造人文綠廊 重視台中國際航空站及台中國際港的優勢,搭配雙十公車及台鐵「敬老愛心卡及一日高鐵生活圈的便利性,搭乘西部幹線各級列車,提升大眾交通使用率,讓國內外旅客中進中出，打開交通新氣象。發揮空港優勢推動觀光立市爭取中央水環境建設計畫經費,整治廊子溪、大里溪、旱溪,打造人文親水生態公園,並推動捷運綠線至經補庫, 銜接大坑風景區與新社花海形成沿山旅遊帶，打開台中人文輕旅行。",缺額補選
台中市,六,黃國書,1,民主 進步黨,1.持續推動台74號道路增設旱溪匝道及大智路打通計畫；督促台中都會區鐵路高架化後地下道填平工程及鐵路高架化下層空間公 設用地規劃，發展當地社區特色，加速中西東南區都市機能縫合。 2.旱溪舊河道整治工程（康橋計畫）再延伸，推動國光橋上游旱溪排水整治防洪及環境景觀營造，打造東南區親水綠色廊道，帶 動觀光、休憩產業。 3.推動釋出國有閒置土地，協助地方政府推動社會住宅政策；活化戰基處國有土地，推動大學城計畫，帶動南區發展。 4.加速督促台糖商業區招商計畫，活化帝國製糖廠歷史廳舍，催生台中產業故事館，帶動東區發展。 5.推動台中州廳、台中文學館等歷史建物之活化，串連舊城區文化亮點，文藝復興再展風華。催生台中常設數位典藏展館，發展 城市文化特色，鼓勵藝文創作、扶植在地藝文團體。 6.全面為民眾把關食安，推動政府設立毒物管理機構、建立完整食品生產履歷、訂定無毒農業及安全食品生產管理規範、修法加 重生產者法律及賠償責任，以及設立高額檢舉獎金遏止違法，以保障民眾食的安全。 7.爭取教育經費，補強老舊校舍重建、改建工程及改善教學設備；全面檢討十二年國教實務問題、監督私校轉型機制、制定偏鄉 教育條例，捍衛教師工作權並保障學子受教權益。 8.推動完整長期照顧體系，保障失能老人與身心障礙者能獲得適切照護，整合政府與民間資源，提昇長照服務品質。 9.協助推動青年及勞工就（創）業方案，結合部會加強職涯引導、工作技能、就業媒合與職場體驗。 10.支持修訂《憲法》、支持青年參政，下修公民投票權至18歲，支持補正《公民投票法》，下修公民投票提案及連署門檻。,
台中市,七,何欣純,1,民主 進步黨,一、在地發展 1.重視中小企業與傳統產業，解決勞動力與用地問題2.盤點產業需求，推動產學研接軌，提升研發動能3.推動地方亮點文化產 業如影視基地，活化文化資產4.行銷在地農特產，整合資源推動觀光產業 二、安居樂活 1.強化食安管理稽查機制，創立國家實驗室2.改善空氣汙染PM2.5，建構本土空汙標準，要求火力電廠降載SOP3.推動社會住 宅，提供可負擔、兼具托老托幼機制4.完善托育政策，增設公立幼兒園、強化社區保母系統5.關心弱勢，強化社會支持安全網 絡 三、幸福家園 1.爭取74線增設匝道，推動捷運、輕軌等軌道運輸進入屯區2.爭取自來水延管與汰換老舊管線，提升用水品質3.建置完善下水 道系統，解決淹水問題3.盤點校安死角、整修危樓、充實校園資源4.綠化閒置土地、打造運動休憩場所設施 四、有愛無礙 1.尊重多元文化教育，促進母語融入教學2.推動樂齡措施，建立長期照顧機制3.打造無障礙空間，完善校園等公共空間之輔助 設施4.完善新住民政策，協助融合及交流 五、公平正義 1.資源合理分配，縮短貧富、城鄉差距2.啟動年金改革，改善政府財政問題3.溝通重大法案，加強民眾參與機制4.政府資訊公 開，強化程序正義,
